Step;Tamanho do dataset; Qtd. entradas do índice;Tempo de construção do índice(seg);Tempo de consulta para 1 palavra - Aleatório(ms);Tempo de consulta para 2 palavras - Aleatório(ms);Tempo de consulta para 1 palavra - Melhor caso(ms);Tempo de consulta para 1 palavra - Caso médio(ms);Tempo de consulta para 1 palavra - Pior caso(ms);Tempo de consulta para 2 palavras - Melhor caso(ms);Tempo de consulta para 2 palavras - Caso médio(ms);Tempo de consulta para 2 palavras - Pior caso(ms)
4;2;1411;1931100;655;753;;;;;;
4;3;1520;1706300;490;1027;;;;;;
4;4;1567;1741500;533;1031;;;;;;
4;5;1003;1847000;365;634;;;;;;
4;6;1559;2055100;552;1004;;;;;;
4;7;1020;1560000;536;481;;;;;;
4;8;1101;1620100;434;664;;;;;;
4;9;1353;1760300;619;732;;;;;;
4;10;1295;1716600;561;731;;;;;;
4;11;1608;3349300;758;845;;;;;;
4;12;3207;3777800;1413;1789;;;;;;
4;13;2661;3844100;994;1662;;;;;;
4;14;2852;3887300;1131;1716;;;;;;
4;15;2834;3682500;1215;1614;;;;;;
4;16;3149;4197100;1210;1933;;;;;;
4;17;2067;3971200;836;1225;;;;;;
4;18;2571;3758600;1099;1466;;;;;;
4;19;2225;3700100;873;1347;;;;;;
4;20;2183;3715300;809;1369;;;;;;
4;21;19;1692600;10;7;;;;;;
4;22;38;1728300;18;17;;;;;;
4;23;21;1608300;11;7;;;;;;
4;24;28;1743500;14;10;;;;;;
4;25;16;1660300;8;5;;;;;;
4;26;24;1708200;12;9;;;;;;
4;27;129;1898300;49;76;;;;;;
4;28;19;1652700;10;7;;;;;;
4;29;22;1726900;11;8;;;;;;
4;30;27;1797800;14;10;;;;;;
4;31;22;1731900;11;8;;;;;;
4;32;64;1875600;29;32;;;;;;
4;33;85;1778700;35;47;;;;;;
4;34;25;1920100;12;10;;;;;;
4;35;165;1938700;56;106;;;;;;
4;36;2174;1610800;839;1333;;;;;;
4;37;2078;1546700;848;1227;;;;;;
4;38;3117;1724100;1329;1785;;;;;;
4;39;2485;1684500;996;1486;;;;;;
4;40;2297;1627000;901;1392;;;;;;
4;41;1419;1586500;624;792;;;;;;
4;42;2351;1661800;981;1367;;;;;;
4;43;1810;1585300;737;1070;;;;;;
4;44;3358;1678700;1357;1998;;;;;;
4;45;2148;1685500;895;1250;;;;;;
4;46;2270;1674000;898;1369;;;;;;
4;47;2448;1600500;942;1504;;;;;;
4;48;2383;1663900;974;1406;;;;;;
4;49;2137;1603600;881;1253;;;;;;
4;50;2592;1770700;1159;1430;;;;;;
4;51;35;3693600;17;12;;;;;;
4;52;63;3983300;30;28;;;;;;
4;53;63;3627700;30;28;;;;;;
4;54;62;3429900;31;26;;;;;;
4;55;63;3453600;33;25;;;;;;
4;56;70;3410900;32;33;;;;;;
4;57;61;3826600;29;27;;;;;;
4;58;41;3691600;20;16;;;;;;
4;59;59;3809200;29;26;;;;;;
4;60;146;4006500;57;84;;;;;;
4;61;1831;3712800;724;1101;;;;;;
4;62;2143;3677300;856;1282;;;;;;
4;63;2549;3605000;1044;1500;;;;;;
4;64;1926;3515000;786;1135;;;;;;
4;65;2379;3767100;972;1402;;;;;;
4;66;2278;3294100;1114;1159;;;;;;
4;67;2362;3579400;823;1534;;;;;;
4;68;2261;3597700;803;1452;;;;;;
4;69;2541;3663000;995;1540;;;;;;
4;70;2835;3600700;1097;1732;;;;;;
4;71;4847;3577400;1927;2915;;;;;;
4;72;3945;3344800;1664;2276;;;;;;
4;73;4392;3752500;1778;2609;;;;;;
4;74;5565;3762600;2261;3298;;;;;;
4;75;5717;3761100;2328;3383;;;;;;
4;76;4890;3601500;2022;2863;;;;;;
4;77;4281;3532300;1723;2553;;;;;;
4;78;3633;3462800;1511;2117;;;;;;
4;79;4248;3477900;1744;2498;;;;;;
4;80;4323;3446400;1741;2577;;;;;;
5;1;1101;1962900;487;611;;;;;;
5;2;1264;2082400;543;718;;;;;;
5;3;1522;2016100;642;877;;;;;;
5;4;1761;2189200;691;1066;;;;;;
5;5;1102;2047700;393;706;;;;;;
5;6;1509;1897200;628;878;;;;;;
5;7;1007;2155600;456;548;;;;;;
5;8;1279;1876000;464;812;;;;;;
5;9;1353;1895300;558;792;;;;;;
5;10;1364;1851300;597;763;;;;;;
5;11;1587;3607200;597;985;;;;;;
5;12;3195;3808700;1342;1847;;;;;;
5;13;2652;3923000;1017;1630;;;;;;
5;14;2928;3732200;1164;1758;;;;;;
5;15;2760;3854300;1112;1643;;;;;;
5;16;3192;3966900;1313;1874;;;;;;
5;17;2061;3601400;820;1236;;;;;;
5;18;2475;3871900;976;1494;;;;;;
5;19;2192;3740000;869;1318;;;;;;
5;20;2131;3728000;857;1270;;;;;;
5;21;19;1669000;11;6;;;;;;
5;22;37;1752200;19;15;;;;;;
5;23;19;1601200;10;6;;;;;;
5;24;30;1757400;17;10;;;;;;
5;25;15;1526200;7;5;;;;;;
5;26;21;1492200;11;8;;;;;;
5;27;224;1702800;148;73;;;;;;
5;28;20;1766500;11;7;;;;;;
5;29;22;1755000;12;8;;;;;;
5;30;27;1774100;14;11;;;;;;
5;31;25;1960600;12;9;;;;;;
5;32;64;1901500;29;32;;;;;;
5;33;79;1775800;34;43;;;;;;
5;34;23;1849600;11;9;;;;;;
5;35;149;1820000;53;93;;;;;;
5;36;2128;1640200;837;1288;;;;;;
5;37;2070;1582800;836;1232;;;;;;
5;38;3079;1697200;1307;1769;;;;;;
5;39;2612;1779400;1007;1602;;;;;;
5;40;2225;1672000;881;1341;;;;;;
5;41;1340;1502700;598;739;;;;;;
5;42;2291;1691700;903;1385;;;;;;
5;43;1857;1541200;806;1048;;;;;;
5;44;3441;1758500;1406;2032;;;;;;
5;45;1995;1648900;799;1193;;;;;;
5;46;2261;1658700;883;1375;;;;;;
5;47;2486;1586000;1011;1472;;;;;;
5;48;2252;1585500;905;1344;;;;;;
5;49;2140;1700200;865;1272;;;;;;
5;50;2666;1711500;1220;1443;;;;;;
5;51;33;3616500;17;11;;;;;;
5;52;67;3960800;32;29;;;;;;
5;53;67;3922600;31;31;;;;;;
5;54;71;3847000;33;33;;;;;;
5;55;63;3585900;33;25;;;;;;
5;56;68;3380400;32;32;;;;;;
5;57;53;3521800;27;21;;;;;;
5;58;36;3339200;19;12;;;;;;
5;59;52;3561000;26;21;;;;;;
5;60;123;3460000;53;65;;;;;;
5;61;1814;3457600;753;1056;;;;;;
5;62;2110;3634800;906;1198;;;;;;
5;63;2512;3641200;980;1526;;;;;;
5;64;1968;5581100;786;1174;;;;;;
5;65;2532;3503700;1119;1408;;;;;;
5;66;2205;3646400;878;1322;;;;;;
5;67;2449;3771100;952;1492;;;;;;
5;68;2184;3817800;870;1308;;;;;;
5;69;2729;4023200;1138;1586;;;;;;
5;70;2617;3716500;1023;1589;;;;;;
5;71;4795;3596200;1889;2900;;;;;;
5;72;3965;3455600;1585;2375;;;;;;
5;73;4434;3609900;1895;2534;;;;;;
5;74;5230;3727600;2049;3176;;;;;;
5;75;5920;3861000;2324;3590;;;;;;
5;76;4721;3711800;1964;2751;;;;;;
5;77;4335;3563600;1741;2589;;;;;;
5;78;3724;3419600;1572;2146;;;;;;
5;79;4255;3536100;1730;2520;;;;;;
5;80;4523;3702600;1794;2724;;;;;;
6;1;1231;2558300;546;682;;;;;;
6;2;1400;2010500;586;811;;;;;;
6;3;1494;1731100;492;999;;;;;;
6;4;1553;1698200;529;1021;;;;;;
6;5;855;1584900;338;514;;;;;;
6;6;1546;2000500;529;1013;;;;;;
6;7;1002;1566800;515;484;;;;;;
6;8;1098;1651900;433;662;;;;;;
6;9;1474;1818500;498;974;;;;;;
6;10;1422;1943200;597;821;;;;;;
6;11;1837;3646400;664;1168;;;;;;
6;12;3090;3763900;1230;1855;;;;;;
6;13;2868;4185900;1099;1764;;;;;;
6;14;2752;3670300;1011;1736;;;;;;
6;15;2663;3617300;1105;1553;;;;;;
6;16;3316;3999000;1401;1909;;;;;;
6;17;2137;3754800;855;1276;;;;;;
6;18;2443;3966700;967;1470;;;;;;
6;19;2326;3633700;987;1335;;;;;;
6;20;2090;3530700;911;1173;;;;;;
6;21;21;1781500;11;7;;;;;;
6;22;40;1863700;19;18;;;;;;
6;23;21;1784600;11;7;;;;;;
6;24;30;1808100;15;12;;;;;;
6;25;17;1818700;9;6;;;;;;
6;26;25;1823900;13;9;;;;;;
6;27;141;2030700;54;84;;;;;;
6;28;23;1875400;11;9;;;;;;
6;29;24;1898000;12;9;;;;;;
6;30;30;1943200;15;12;;;;;;
6;31;23;1898200;12;9;;;;;;
6;32;63;1886800;29;31;;;;;;
6;33;84;1795100;35;46;;;;;;
6;34;26;1957200;12;10;;;;;;
6;35;164;1922500;58;103;;;;;;
6;36;2194;1611300;914;1277;;;;;;
6;37;2108;1633500;889;1216;;;;;;
6;38;2848;1688400;1115;1729;;;;;;
6;39;2607;1657900;1092;1513;;;;;;
6;40;2352;1655400;990;1359;;;;;;
6;41;1353;1531500;558;793;;;;;;
6;42;2394;1676700;924;1467;;;;;;
6;43;1823;1685400;795;1026;;;;;;
6;44;3264;1697000;1298;1962;;;;;;
6;45;2026;1606800;801;1222;;;;;;
6;46;2361;1722900;987;1371;;;;;;
6;47;2516;1721400;988;1525;;;;;;
6;48;2250;1634500;897;1350;;;;;;
6;49;2194;1628400;872;1320;;;;;;
6;50;2469;1730900;989;1477;;;;;;
6;51;30;3291400;16;9;;;;;;
6;52;55;3385400;29;21;;;;;;
6;53;54;3368000;28;21;;;;;;
6;54;60;3332200;31;24;;;;;;
6;55;64;3691200;34;25;;;;;;
6;56;62;3084100;29;28;;;;;;
6;57;49;3232800;25;19;;;;;;
6;58;128;99329800;17;11;;;;;;
6;59;47;3149900;24;18;;;;;;
6;60;201;3659200;117;78;;;;;;
6;61;1653;3521700;629;1019;;;;;;
6;62;2331;3771000;1040;1285;;;;;;
6;63;2544;3694300;987;1552;;;;;;
6;64;1971;3696100;792;1174;;;;;;
6;65;2302;3582500;916;1381;;;;;;
6;66;2323;3545400;1026;1293;;;;;;
6;67;2437;3754300;968;1464;;;;;;
6;68;2223;4107300;894;1323;;;;;;
6;69;2831;3768600;1227;1598;;;;;;
6;70;2609;3822300;1035;1569;;;;;;
6;71;5038;3736500;2059;2974;;;;;;
6;72;3892;3396200;1578;2309;;;;;;
6;73;4297;3428200;1788;2504;;;;;;
6;74;5225;3661400;2106;3113;;;;;;
6;75;5911;4069700;2383;3522;;;;;;
6;76;4761;3840600;1953;2802;;;;;;
6;77;4418;3566400;1770;2643;;;;;;
6;78;3696;4819800;1582;2108;;;;;;
6;79;4393;3522300;1799;2588;;;;;;
6;80;4407;3725500;1758;2643;;;;;;
7;1;1213;2337900;537;673;;;;;;
7;2;1228;1754800;534;692;;;;;;
7;3;1546;1737400;701;842;;;;;;
7;4;1514;1827900;561;949;;;;;;
7;5;1246;2233900;572;671;;;;;;
7;6;1582;1986000;644;935;;;;;;
7;7;887;1629300;333;551;;;;;;
7;8;1414;1798900;516;895;;;;;;
7;9;1328;1760800;565;760;;;;;;
7;10;1251;1717000;462;786;;;;;;
7;11;1778;3636300;733;1040;;;;;;
7;12;3097;3672000;1271;1821;;;;;;
7;13;2757;3795300;1101;1651;;;;;;
7;14;2879;3765900;1183;1691;;;;;;
7;15;2682;3865400;1039;1637;;;;;;
7;16;3356;4022800;1387;1963;;;;;;
7;17;2166;3617500;918;1244;;;;;;
7;18;2456;3768700;981;1469;;;;;;
7;19;2133;3568800;853;1274;;;;;;
7;20;2035;3637800;846;1184;;;;;;
7;21;21;1848600;11;7;;;;;;
7;22;41;1850800;19;19;;;;;;
7;23;19;1565100;10;6;;;;;;
7;24;26;1591000;14;9;;;;;;
7;25;16;1567300;8;5;;;;;;
7;26;23;1625700;13;8;;;;;;
7;27;115;1745900;49;64;;;;;;
7;28;20;1772600;11;7;;;;;;
7;29;26;2778200;13;9;;;;;;
7;30;24;1553700;13;9;;;;;;
7;31;19;1476400;10;6;;;;;;
7;32;195;1638700;26;167;;;;;;
7;33;152;1677300;101;49;;;;;;
7;34;25;1741500;12;10;;;;;;
7;35;156;1828100;55;98;;;;;;
7;36;2163;1647400;862;1298;;;;;;
7;37;2240;1662100;926;1311;;;;;;
7;38;2912;1696200;1122;1787;;;;;;
7;39;2750;1808300;1215;1531;;;;;;
7;40;2255;1621400;902;1349;;;;;;
7;41;1402;1512500;621;778;;;;;;
7;42;2332;1664900;936;1394;;;;;;
7;43;1803;1560700;727;1074;;;;;;
7;44;3201;1719000;1212;1986;;;;;;
7;45;1919;1538500;784;1132;;;;;;
7;46;2306;1664100;957;1346;;;;;;
7;47;2646;1673000;1121;1522;;;;;;
7;48;2275;1772400;892;1379;;;;;;
7;49;2211;1837600;871;1338;;;;;;
7;50;2468;1696600;982;1483;;;;;;
7;51;31;3297400;17;10;;;;;;
7;52;55;3323000;30;21;;;;;;
7;53;58;3528500;29;24;;;;;;
7;54;63;3470600;32;26;;;;;;
7;55;64;3967300;33;26;;;;;;
7;56;63;3292000;30;28;;;;;;
7;57;50;3263400;25;20;;;;;;
7;58;33;3169600;18;11;;;;;;
7;59;200;3189500;25;170;;;;;;
7;60;209;3725500;127;77;;;;;;
7;61;1674;3464200;629;1040;;;;;;
7;62;2125;3504100;893;1226;;;;;;
7;63;2737;3546400;1219;1512;;;;;;
7;64;1907;3558000;782;1120;;;;;;
7;65;2399;3597800;947;1447;;;;;;
7;66;2206;3568100;882;1319;;;;;;
7;67;2511;3708900;982;1524;;;;;;
7;68;2351;3814600;984;1362;;;;;;
7;69;2653;3787200;1023;1625;;;;;;
7;70;2662;3860200;1096;1560;;;;;;
7;71;5080;3691500;2108;2967;;;;;;
7;72;4085;3654200;1670;2410;;;;;;
7;73;4268;3445900;1730;2532;;;;;;
7;74;5518;4028700;2173;3339;;;;;;
7;75;5969;3845300;2569;3394;;;;;;
7;76;4549;3529600;1814;2730;;;;;;
7;77;4438;3543400;1812;2621;;;;;;
7;78;3638;3506900;1496;2136;;;;;;
7;79;4437;3443700;1884;2548;;;;;;
7;80;4494;3651000;1818;2671;;;;;;
8;1;1057;1998900;491;563;;;;;;
8;2;1256;1808900;561;692;;;;;;
8;3;1488;1973500;615;870;;;;;;
8;4;1540;1903200;563;974;;;;;;
8;5;1229;1985600;451;776;;;;;;
8;6;1563;1965200;704;856;;;;;;
8;7;957;1757000;345;609;;;;;;
8;8;1398;1914400;576;819;;;;;;
8;9;1439;1769500;711;725;;;;;;
8;10;1406;1847300;472;931;;;;;;
8;11;1724;3761700;682;1037;;;;;;
8;12;3208;3942100;1231;1971;;;;;;
8;13;2764;3933700;972;1787;;;;;;
8;14;2828;3758500;1160;1663;;;;;;
8;15;2678;3871600;1044;1628;;;;;;
8;16;3313;3896200;1459;1848;;;;;;
8;17;2115;3676200;846;1264;;;;;;
8;18;2420;3774500;970;1445;;;;;;
8;19;2098;3649900;841;1253;;;;;;
8;20;2154;3828000;856;1293;;;;;;
8;21;20;1783500;11;7;;;;;;
8;22;39;1799100;19;17;;;;;;
8;23;21;1733900;11;7;;;;;;
8;24;33;1954400;16;14;;;;;;
8;25;18;1966200;9;6;;;;;;
8;26;26;1839700;13;10;;;;;;
8;27;131;1949100;51;77;;;;;;
8;28;21;1826600;11;8;;;;;;
8;29;21;1693600;11;7;;;;;;
8;30;26;1670900;14;9;;;;;;
8;31;20;1640100;11;7;;;;;;
8;32;58;1732000;28;27;;;;;;
8;33;77;1702900;33;41;;;;;;
8;34;22;1618400;11;8;;;;;;
8;35;247;1718800;58;187;;;;;;
8;36;2194;1589500;877;1314;;;;;;
8;37;2198;1686700;853;1343;;;;;;
8;38;2912;1727200;1118;1791;;;;;;
8;39;2714;1782100;1142;1569;;;;;;
8;40;2251;1713600;884;1364;;;;;;
8;41;1323;1573700;559;761;;;;;;
8;42;2406;1725200;937;1466;;;;;;
8;43;1746;1524200;724;1019;;;;;;
8;44;3166;1871300;1206;1956;;;;;;
8;45;2112;1633800;829;1280;;;;;;
8;46;2324;1592400;992;1329;;;;;;
8;47;2379;1575200;956;1420;;;;;;
8;48;2260;1615100;900;1357;;;;;;
8;49;2200;1952600;868;1329;;;;;;
8;50;2451;1743700;980;1468;;;;;;
8;51;33;3743600;17;10;;;;;;
8;52;62;3731400;31;27;;;;;;
8;53;58;3372400;27;26;;;;;;
8;54;56;3113500;28;23;;;;;;
8;55;57;3197400;30;23;;;;;;
8;56;188;128192200;30;28;;;;;;
8;57;49;3259100;25;20;;;;;;
8;58;33;3343700;17;11;;;;;;
8;59;47;3288400;25;18;;;;;;
8;60;211;3950600;124;81;;;;;;
8;61;1731;3621400;638;1089;;;;;;
8;62;2349;3660900;1104;1240;;;;;;
8;63;2528;3773900;980;1543;;;;;;
8;64;1992;3551100;856;1130;;;;;;
8;65;2490;3639900;1014;1470;;;;;;
8;66;2225;3761900;891;1328;;;;;;
8;67;2473;3776800;977;1491;;;;;;
8;68;2320;3760600;990;1325;;;;;;
8;69;2504;3654100;999;1500;;;;;;
8;70;2730;3945000;979;1745;;;;;;
8;71;5100;3644200;2000;3094;;;;;;
8;72;3938;3473200;1576;2357;;;;;;
8;73;4340;3628600;1772;2562;;;;;;
8;74;5411;3670000;2249;3156;;;;;;
8;75;5929;3908500;2389;3534;;;;;;
8;76;4641;3739700;1853;2782;;;;;;
8;77;4496;3570000;1850;2640;;;;;;
8;78;3757;3564100;1524;2227;;;;;;
8;79;4268;3417200;1724;2538;;;;;;
8;80;4440;3750100;1765;2670;;;;;;
9;1;1163;2478100;542;618;;;;;;
9;2;1353;1955800;588;763;;;;;;
9;3;1587;1817700;713;871;;;;;;
9;4;1640;1989400;686;951;;;;;;
9;5;1144;2171700;453;687;;;;;;
9;6;1645;2057600;703;939;;;;;;
9;7;1055;1721000;457;595;;;;;;
9;8;1324;1861400;530;790;;;;;;
9;9;1294;1770600;564;728;;;;;;
9;10;1297;1832200;469;825;;;;;;
9;11;1757;3760300;732;1020;;;;;;
9;12;3070;4066400;1285;1780;;;;;;
9;13;2596;3806500;956;1634;;;;;;
9;14;2938;3982500;1201;1731;;;;;;
9;15;2708;3713100;1093;1610;;;;;;
9;16;3271;3943200;1392;1874;;;;;;
9;17;2084;3624300;779;1299;;;;;;
9;18;2439;3806100;975;1459;;;;;;
9;19;2136;3567400;851;1280;;;;;;
9;20;2029;3573000;842;1182;;;;;;
9;21;19;1737700;10;6;;;;;;
9;22;44;1950200;19;22;;;;;;
9;23;23;1866200;11;8;;;;;;
9;24;32;1858600;15;14;;;;;;
9;25;19;1818400;9;7;;;;;;
9;26;27;1984500;13;12;;;;;;
9;27;125;3345800;51;70;;;;;;
9;28;20;1669400;10;7;;;;;;
9;29;20;1695200;11;6;;;;;;
9;30;26;1738800;14;9;;;;;;
9;31;20;1649500;11;7;;;;;;
9;32;59;1746400;29;28;;;;;;
9;33;76;1630700;33;41;;;;;;
9;34;22;1647800;11;8;;;;;;
9;35;143;1682500;52;89;;;;;;
9;36;2138;1547600;887;1248;;;;;;
9;37;2274;1569100;1029;1242;;;;;;
9;38;2865;1667200;1125;1738;;;;;;
9;39;2510;1704500;1009;1497;;;;;;
9;40;2444;1651800;1067;1374;;;;;;
9;41;1220;1531100;450;767;;;;;;
9;42;2306;1679200;919;1384;;;;;;
9;43;1904;1569900;796;1105;;;;;;
9;44;3317;1931400;1370;1944;;;;;;
9;45;2007;1599700;798;1207;;;;;;
9;46;2132;1661500;841;1287;;;;;;
9;47;2534;1983300;1086;1445;;;;;;
9;48;2273;1814800;898;1372;;;;;;
9;49;2179;1651700;868;1307;;;;;;
9;50;2477;1721100;980;1494;;;;;;
9;51;33;3645600;18;11;;;;;;
9;52;61;3596200;31;26;;;;;;
9;53;54;3328400;28;21;;;;;;
9;54;60;3329500;31;24;;;;;;
9;55;60;3441800;33;23;;;;;;
9;56;66;3392200;32;30;;;;;;
9;57;51;3316600;27;19;;;;;;
9;58;35;3278500;19;12;;;;;;
9;59;50;3358900;26;19;;;;;;
9;60;136;5817100;55;73;;;;;;
9;61;1987;3608100;847;1135;;;;;;
9;62;2093;3634700;843;1244;;;;;;
9;63;2504;3635000;974;1525;;;;;;
9;64;1964;3620500;783;1175;;;;;;
9;65;2527;3834400;1020;1501;;;;;;
9;66;2281;3699600;891;1385;;;;;;
9;67;2526;3572000;1136;1384;;;;;;
9;68;2171;3789200;877;1289;;;;;;
9;69;2533;4916700;1010;1516;;;;;;
9;70;2564;3685400;1027;1531;;;;;;
9;71;5110;3659300;2089;3015;;;;;;
9;72;4089;3489600;1678;2406;;;;;;
9;73;4183;3519100;1723;2455;;;;;;
9;74;5486;3864400;2212;3269;;;;;;
9;75;6038;3756700;2513;3519;;;;;;
9;76;4971;3652000;2099;2867;;;;;;
9;77;4515;3633900;1822;2687;;;;;;
9;78;3579;3394200;1515;2058;;;;;;
9;79;4281;3467200;1801;2474;;;;;;
9;80;4304;3437200;1770;2528;;;;;;
10;1;1085;2000500;503;579;;;;;;
10;2;1331;1845200;569;759;;;;;;
10;3;1523;1851500;636;885;;;;;;
10;4;1569;1997200;572;993;;;;;;
10;5;1267;2146700;585;679;;;;;;
10;6;1607;1871400;650;955;;;;;;
10;7;945;1690200;343;600;;;;;;
10;8;1419;1744800;647;769;;;;;;
10;9;1409;1806700;516;891;;;;;;
10;10;1252;1764000;464;786;;;;;;
10;11;1785;4737500;724;1054;;;;;;
10;12;3049;3700900;1265;1779;;;;;;
10;13;2548;3718600;945;1598;;;;;;
10;14;2829;3976400;1080;1743;;;;;;
10;15;2898;3708900;1236;1657;;;;;;
10;16;3022;3840600;1225;1791;;;;;;
10;17;2172;3864000;858;1308;;;;;;
10;18;2574;3783000;1100;1468;;;;;;
10;19;2143;3623100;843;1294;;;;;;
10;20;2132;3807800;873;1254;;;;;;
10;21;19;1660900;10;6;;;;;;
10;22;38;1916800;18;17;;;;;;
10;23;20;1659700;10;7;;;;;;
10;24;27;1729000;14;10;;;;;;
10;25;16;1667100;8;5;;;;;;
10;26;23;1713500;12;9;;;;;;
10;27;118;1822600;48;66;;;;;;
10;28;20;1669100;10;7;;;;;;
10;29;23;1758000;13;7;;;;;;
10;30;29;1880800;15;11;;;;;;
10;31;23;1794900;12;8;;;;;;
10;32;60;1731700;29;28;;;;;;
10;33;82;1763400;33;46;;;;;;
10;34;25;1850600;12;10;;;;;;
10;35;147;1805700;54;89;;;;;;
10;36;2116;1612700;832;1282;;;;;;
10;37;2068;1650900;838;1228;;;;;;
10;38;3037;1687100;1251;1784;;;;;;
10;39;2527;1714200;1016;1508;;;;;;
10;40;2378;1640200;1013;1362;;;;;;
10;41;1184;1545000;445;737;;;;;;
10;42;2279;1620500;913;1364;;;;;;
10;43;1752;1517800;737;1012;;;;;;
10;44;3365;1846800;1421;1941;;;;;;
10;45;2090;1603100;934;1153;;;;;;
10;46;2303;1805800;951;1349;;;;;;
10;47;2448;1850800;1005;1439;;;;;;
10;48;2350;1560200;857;1491;;;;;;
10;49;2266;1703400;857;1406;;;;;;
10;50;2637;1790200;1085;1549;;;;;;
10;51;32;3477800;17;11;;;;;;
10;52;61;3659600;31;26;;;;;;
10;53;55;3426700;29;22;;;;;;
10;54;63;3374900;32;26;;;;;;
10;55;70;3823200;35;31;;;;;;
10;56;78;3864700;34;39;;;;;;
10;57;61;3747400;29;27;;;;;;
10;58;41;3731000;20;16;;;;;;
10;59;60;3864900;29;27;;;;;;
10;60;127;3671000;55;67;;;;;;
10;61;1897;3669300;721;1171;;;;;;
10;62;2178;3787000;848;1325;;;;;;
10;63;2549;3615600;1040;1503;;;;;;
10;64;1967;3558800;858;1103;;;;;;
10;65;2579;3814900;1142;1431;;;;;;
10;66;2285;3615800;880;1400;;;;;;
10;67;2462;3585200;1021;1436;;;;;;
10;68;2197;3695600;884;1308;;;;;;
10;69;2651;3653300;1105;1541;;;;;;
10;70;2691;3628300;1039;1646;;;;;;
10;71;4899;3619100;1990;2903;;;;;;
10;72;3792;3569900;1553;2233;;;;;;
10;73;4427;3836300;1899;2522;;;;;;
10;74;5176;3749300;2056;3114;;;;;;
10;75;5982;3778600;2535;3441;;;;;;
10;76;4534;3497100;1817;2711;;;;;;
10;77;4704;3529800;2018;2680;;;;;;
10;78;3722;3555600;1566;2150;;;;;;
10;79;4414;3522200;1761;2648;;;;;;
10;80;4465;3536000;1818;2641;;;;;;
11;1;1027;1828000;490;534;;;;;;
11;2;1270;1811900;557;710;;;;;;
11;3;1500;2148800;644;853;;;;;;
11;4;1621;1918900;580;1038;;;;;;
11;5;1160;2077400;495;661;;;;;;
11;6;1500;1864700;638;860;;;;;;
11;7;928;1664900;344;582;;;;;;
11;8;1517;1787800;710;804;;;;;;
11;9;1373;1842000;569;801;;;;;;
11;10;1350;1872800;480;868;;;;;;
11;11;1828;3642100;671;1152;;;;;;
11;12;3170;3780000;1271;1894;;;;;;
11;13;2688;3865800;1098;1585;;;;;;
11;14;2836;3894100;1173;1658;;;;;;
11;15;2617;3781500;1049;1563;;;;;;
11;16;3246;4604400;1329;1910;;;;;;
11;17;2148;3733700;848;1294;;;;;;
11;18;2410;3856000;950;1454;;;;;;
11;19;2085;3592200;838;1242;;;;;;
11;20;2075;3747700;850;1220;;;;;;
11;21;20;1745300;11;6;;;;;;
11;22;44;1928600;20;21;;;;;;
11;23;22;1835200;12;8;;;;;;
11;24;27;1654600;15;10;;;;;;
11;25;16;1633600;9;5;;;;;;
11;26;23;1668100;12;8;;;;;;
11;27;130;2224900;50;77;;;;;;
11;28;18;1525100;9;6;;;;;;
11;29;18;1557600;10;6;;;;;;
11;30;24;1604500;13;9;;;;;;
11;31;18;1526700;10;6;;;;;;
11;32;183;1674300;26;154;;;;;;
11;33;149;1826300;96;50;;;;;;
11;34;25;1856000;12;10;;;;;;
11;35;154;1830600;55;97;;;;;;
11;36;2180;1604200;858;1320;;;;;;
11;37;2144;1708200;853;1288;;;;;;
11;38;3048;1796700;1215;1830;;;;;;
11;39;2615;1699600;1111;1501;;;;;;
11;40;2216;1694800;893;1320;;;;;;
11;41;1210;1545300;449;758;;;;;;
11;42;2492;1668300;1023;1466;;;;;;
11;43;1961;1668800;750;1208;;;;;;
11;44;3311;1825200;1240;2068;;;;;;
11;45;1995;1672100;806;1186;;;;;;
11;46;2378;2016000;998;1377;;;;;;
11;47;2476;1612400;1038;1435;;;;;;
11;48;2280;1610600;898;1379;;;;;;
11;49;2165;1742100;923;1239;;;;;;
11;50;2527;1700100;1052;1472;;;;;;
11;51;30;3301600;17;9;;;;;;
11;52;55;3399300;30;21;;;;;;
11;53;54;3334100;28;21;;;;;;
11;54;64;5308400;33;25;;;;;;
11;55;57;3274900;30;23;;;;;;
11;56;62;3160000;29;28;;;;;;
11;57;49;3415400;26;19;;;;;;
11;58;33;3195300;18;11;;;;;;
11;59;169;3415700;26;139;;;;;;
11;60;202;3680200;121;76;;;;;;
11;61;1673;3564800;629;1039;;;;;;
11;62;2269;5102800;958;1304;;;;;;
11;63;2521;3548300;1045;1470;;;;;;
11;64;1988;3681000;797;1186;;;;;;
11;65;2436;3691400;994;1436;;;;;;
11;66;2157;4018300;870;1281;;;;;;
11;67;2613;3774000;1082;1526;;;;;;
11;68;2245;3857200;876;1363;;;;;;
11;69;2505;3800700;1002;1498;;;;;;
11;70;2666;3750900;1051;1610;;;;;;
11;71;4940;3645200;2012;2921;;;;;;
11;72;3990;3462200;1644;2340;;;;;;
11;73;4247;3381600;1780;2462;;;;;;
11;74;5379;3840700;2186;3187;;;;;;
11;75;5818;3732600;2431;3381;;;;;;
11;76;4804;3666100;1922;2876;;;;;;
11;77;4674;3684200;1951;2718;;;;;;
11;78;3690;3488700;1520;2165;;;;;;
11;79;4271;3496300;1721;2545;;;;;;
11;80;4444;3896900;1762;2676;;;;;;
