Step;Tamanho do dataset; Qtd. entradas do índice;Tempo de construção do índice(seg);Tempo de consulta para 1 palavra - Aleatório(ms);Tempo de consulta para 2 palavras - Aleatório(ms);Tempo de consulta para 1 palavra - Melhor caso(ms);Tempo de consulta para 1 palavra - Caso médio(ms);Tempo de consulta para 1 palavra - Pior caso(ms);Tempo de consulta para 2 palavras - Melhor caso(ms);Tempo de consulta para 2 palavras - Caso médio(ms);Tempo de consulta para 2 palavras - Pior caso(ms)
15;68;2409;7387691;1006;1394;;;;;;
15;69;2707;7476920;1100;1598;;;;;;
15;70;2828;7525518;1145;1673;;;;;;
15;71;5263;8094382;2244;3008;;;;;;
15;72;4245;7753722;1633;2602;;;;;;
15;73;4360;7681387;1769;2581;;;;;;
15;74;5895;8874700;2418;3465;;;;;;
15;75;6184;8271671;2620;3554;;;;;;
15;76;4880;7994203;1890;2980;;;;;;
15;77;4902;8097472;2119;2773;;;;;;
15;78;3767;7630589;1528;2229;;;;;;
15;79;4521;7602836;1828;2683;;;;;;
15;80;4601;7948655;1795;2796;;;;;;
16;1;1123;3628374;506;612;;;;;;
16;2;1398;3751426;643;750;;;;;;
16;3;1541;3715218;633;902;;;;;;
16;4;1811;3867536;644;1162;;;;;;
16;5;1005;3536680;373;628;;;;;;
16;6;1700;3813316;610;1085;;;;;;
16;7;978;3567656;355;618;;;;;;
16;8;1513;3749121;649;859;;;;;;
16;9;1463;3623403;690;768;;;;;;
16;10;1487;3886279;584;897;;;;;;
16;11;1840;7067289;703;1128;;;;;;
16;12;3306;7636024;1355;1942;;;;;;
16;13;3003;7668695;1090;1810;;;;;;
16;14;2953;7785034;1171;1772;;;;;;
16;15;2942;7792793;1036;1896;;;;;;
16;16;3249;7977120;1280;1958;;;;;;
16;17;2176;7266831;872;1295;;;;;;
16;18;2670;7810718;1035;1626;;;;;;
16;19;2284;7528769;912;1363;;;;;;
16;20;2206;7459531;880;1317;;;;;;
16;21;23;3001525;11;7;;;;;;
16;22;42;3029107;20;19;;;;;;
16;23;23;2858681;11;8;;;;;;
16;24;31;2990412;15;11;;;;;;
16;25;18;2853066;9;6;;;;;;
16;26;26;3003892;13;9;;;;;;
16;27;127;3189072;51;72;;;;;;
16;28;22;2945488;11;7;;;;;;
16;29;23;2940793;12;8;;;;;;
16;30;29;3033273;14;11;;;;;;
16;31;23;2911381;12;8;;;;;;
16;32;65;3087601;30;31;;;;;;
16;33;85;3086796;35;46;;;;;;
16;34;25;2899379;12;10;;;;;;
16;35;173;3209281;58;110;;;;;;
16;36;2333;3835021;886;1442;;;;;;
16;37;2391;3918195;980;1406;;;;;;
16;38;3014;3980703;1161;1848;;;;;;
16;39;2654;4233105;1036;1612;;;;;;
16;40;2384;3791173;1020;1358;;;;;;
16;41;1230;3700434;463;763;;;;;;
16;42;2613;3918376;1145;1463;;;;;;
16;43;1754;3615838;633;1116;;;;;;
16;44;3534;4070666;1416;2112;;;;;;
16;45;2111;3976993;809;1296;;;;;;
16;46;2424;3844523;985;1434;;;;;;
16;47;2822;3767376;1180;1637;;;;;;
16;48;2441;3755206;862;1574;;;;;;
16;49;2298;4017705;899;1393;;;;;;
16;50;2587;4007620;1024;1558;;;;;;
16;51;33;5684425;16;10;;;;;;
16;52;55;5540390;27;21;;;;;;
16;53;199;5392314;26;166;;;;;;
16;54;59;5302019;29;24;;;;;;
16;55;59;5328585;30;22;;;;;;
16;56;65;5381997;30;29;;;;;;
16;57;51;5141166;25;20;;;;;;
16;58;34;4876393;17;10;;;;;;
16;59;49;5156158;25;18;;;;;;
16;60;275;6993222;176;90;;;;;;
16;61;1945;7631805;841;1095;;;;;;
16;62;2229;7414804;940;1280;;;;;;
16;63;2573;7292597;1003;1561;;;;;;
16;64;2079;7094106;861;1210;;;;;;
16;65;2521;7468404;973;1539;;;;;;
16;66;2425;8161631;992;1423;;;;;;
16;67;2787;7465310;1190;1589;;;;;;
16;68;2375;7434843;987;1380;;;;;;
16;69;2669;7599089;1056;1604;;;;;;
16;70;2856;7534299;1180;1667;;;;;;
16;71;4962;8516150;1964;2988;;;;;;
16;72;4081;7706031;1636;2435;;;;;;
16;73;4678;7818229;2053;2615;;;;;;
16;74;5750;8263708;2324;3416;;;;;;
16;75;6210;8500393;2529;3671;;;;;;
16;76;4936;8258609;1907;3019;;;;;;
16;77;4524;9246787;1877;2635;;;;;;
16;78;3682;7741237;1447;2225;;;;;;
16;79;4594;7768201;1934;2650;;;;;;
16;80;4576;8160352;1883;2683;;;;;;
17;1;1095;3609906;502;588;;;;;;
17;2;1339;3689122;564;770;;;;;;
17;3;1616;3768663;691;920;;;;;;
17;4;1710;4100507;703;1002;;;;;;
17;5;993;3407731;370;618;;;;;;
17;6;1718;3778928;741;973;;;;;;
17;7;1031;3433305;350;676;;;;;;
17;8;1404;3564411;568;832;;;;;;
17;9;1449;3761310;622;822;;;;;;
17;10;1493;3670706;539;949;;;;;;
17;11;1737;7164421;630;1098;;;;;;
17;12;3283;7629709;1240;2033;;;;;;
17;13;2735;7625792;988;1738;;;;;;
17;14;3019;7699605;1233;1776;;;;;;
17;15;2889;7508712;1161;1720;;;;;;
17;16;3268;7762701;1332;1927;;;;;;
17;17;2204;7269897;934;1261;;;;;;
17;18;2679;7524675;1055;1615;;;;;;
17;19;2336;7171799;890;1438;;;;;;
17;20;2347;7481931;921;1417;;;;;;
17;21;25;3271423;12;9;;;;;;
17;22;48;3242028;20;23;;;;;;
17;23;26;3148624;12;10;;;;;;
17;24;36;3269719;16;15;;;;;;
17;25;21;3099317;9;8;;;;;;
17;26;30;3234114;14;12;;;;;;
17;27;144;3340574;53;86;;;;;;
17;28;22;2971422;11;7;;;;;;
17;29;23;2856417;12;8;;;;;;
17;30;29;3074494;14;11;;;;;;
17;31;23;2973594;12;8;;;;;;
17;32;66;3124492;29;32;;;;;;
17;33;85;3038472;35;46;;;;;;
17;34;26;2906359;13;10;;;;;;
17;35;174;4641310;58;111;;;;;;
17;36;2417;3750894;996;1417;;;;;;
17;37;2200;3562693;835;1360;;;;;;
17;38;3243;3876204;1298;1940;;;;;;
17;39;2672;4118001;975;1691;;;;;;
17;40;2465;3764811;1050;1410;;;;;;
17;41;1292;3767493;473;814;;;;;;
17;42;2628;3989581;1088;1535;;;;;;
17;43;1804;3494486;730;1069;;;;;;
17;44;3319;3909396;1275;2039;;;;;;
17;45;2068;3755084;826;1237;;;;;;
17;46;2463;3780514;1024;1433;;;;;;
17;47;2603;3816480;973;1625;;;;;;
17;48;2411;3731906;928;1478;;;;;;
17;49;2264;3826934;882;1377;;;;;;
17;50;2652;3970001;1114;1533;;;;;;
17;51;35;5625945;17;11;;;;;;
17;52;62;5780102;30;25;;;;;;
17;53;63;6084792;30;26;;;;;;
17;54;68;5800294;32;29;;;;;;
17;55;69;5974908;34;28;;;;;;
17;56;76;5905503;33;35;;;;;;
17;57;61;6099753;28;25;;;;;;
17;58;43;6018569;21;15;;;;;;
17;59;67;6575030;30;29;;;;;;
17;60;154;6329837;59;88;;;;;;
17;61;1949;7186240;800;1139;;;;;;
17;62;2194;7401889;872;1314;;;;;;
17;63;2755;7412798;1123;1623;;;;;;
17;64;2056;7183369;803;1244;;;;;;
17;65;2568;7306445;1034;1525;;;;;;
17;66;2316;7299292;968;1340;;;;;;
17;67;2588;7504972;997;1582;;;;;;
17;68;2425;7523233;1032;1384;;;;;;
17;69;2580;7317677;1026;1545;;;;;;
17;70;2888;7480215;1140;1739;;;;;;
17;71;5269;7901013;2193;3066;;;;;;
17;72;4170;7689611;1723;2437;;;;;;
17;73;4494;7608523;1852;2633;;;;;;
17;74;5706;8457035;2341;3354;;;;;;
17;75;6062;8130562;2484;3567;;;;;;
17;76;4908;8124565;2023;2875;;;;;;
17;77;4562;7864700;1809;2743;;;;;;
17;78;3834;7785548;1549;2274;;;;;;
17;79;4500;7711102;1862;2629;;;;;;
17;80;4850;8194601;2010;2830;;;;;;
18;1;1076;3979114;480;590;;;;;;
18;2;1273;3581987;553;715;;;;;;
18;3;1466;3718201;608;854;;;;;;
18;4;1597;3703368;549;1043;;;;;;
18;5;1041;3426240;525;512;;;;;;
18;6;1456;3573411;494;957;;;;;;
18;7;806;3410468;318;484;;;;;;
18;8;1570;3689756;620;945;;;;;;
18;9;1382;3909782;464;913;;;;;;
18;10;1129;3447909;435;689;;;;;;
18;11;1572;6743818;559;1005;;;;;;
18;12;3209;7583196;1170;2030;;;;;;
18;13;2524;6989880;838;1677;;;;;;
18;14;2752;7420393;1175;1568;;;;;;
18;15;2941;7775208;1168;1763;;;;;;
18;16;3110;7773813;1179;1922;;;;;;
18;17;2081;7118661;833;1240;;;;;;
18;18;2566;7928575;1081;1476;;;;;;
18;19;2147;7192942;849;1290;;;;;;
18;20;2099;7339122;847;1242;;;;;;
18;21;20;2842769;10;6;;;;;;
18;22;39;2905392;19;17;;;;;;
18;23;21;2797007;11;7;;;;;;
18;24;31;3089603;15;12;;;;;;
18;25;20;3035073;9;7;;;;;;
18;26;27;3106111;13;10;;;;;;
18;27;133;3289698;51;78;;;;;;
18;28;23;3210321;11;8;;;;;;
18;29;24;3192005;12;8;;;;;;
18;30;28;3080276;14;10;;;;;;
18;31;22;2882314;11;7;;;;;;
18;32;61;3126201;28;29;;;;;;
18;33;89;3436815;36;49;;;;;;
18;34;26;3148671;12;10;;;;;;
18;35;156;3182709;54;98;;;;;;
18;36;2340;3718973;949;1387;;;;;;
18;37;2106;3774198;839;1262;;;;;;
18;38;2858;3828819;1175;1677;;;;;;
18;39;2696;3820488;1139;1552;;;;;;
18;40;2288;3773420;892;1391;;;;;;
18;41;1307;3682205;546;757;;;;;;
18;42;2435;3934099;986;1443;;;;;;
18;43;1797;3482763;709;1083;;;;;;
18;44;3396;3987309;1411;1979;;;;;;
18;45;1968;3617447;807;1156;;;;;;
18;46;2213;3738300;875;1333;;;;;;
18;47;2407;3784527;956;1446;;;;;;
18;48;2248;3677777;890;1353;;;;;;
18;49;2392;3935886;1105;1282;;;;;;
18;50;2447;4000171;964;1478;;;;;;
18;51;37;6337658;17;12;;;;;;
18;52;63;6143227;30;25;;;;;;
18;53;58;5983121;28;23;;;;;;
18;54;64;5883750;31;26;;;;;;
18;55;70;6158880;34;28;;;;;;
18;56;70;5747177;33;30;;;;;;
18;57;54;5911398;27;20;;;;;;
18;58;37;5614717;19;11;;;;;;
18;59;53;5851160;27;18;;;;;;
18;60;124;5810066;54;64;;;;;;
18;61;1772;6978464;706;1058;;;;;;
18;62;2112;7443127;846;1257;;;;;;
18;63;2622;7297818;1090;1524;;;;;;
18;64;1990;7580891;780;1201;;;;;;
18;65;2309;7341391;922;1377;;;;;;
18;66;2192;7571834;874;1308;;;;;;
18;67;2575;7318830;1068;1498;;;;;;
18;68;2120;7270237;867;1244;;;;;;
18;69;2527;7558233;1005;1513;;;;;;
18;70;2934;7713770;1292;1632;;;;;;
18;71;4934;8035095;1890;3033;;;;;;
18;72;3994;7631302;1663;2321;;;;;;
18;73;4199;7809104;1713;2476;;;;;;
18;74;5347;8013093;2164;3173;;;;;;
18;75;5761;8350789;2351;3399;;;;;;
18;76;4544;7780562;1883;2651;;;;;;
18;77;4580;7989257;1871;2699;;;;;;
18;78;3677;7860393;1370;2298;;;;;;
18;79;4506;7583268;1883;2613;;;;;;
18;80;4344;7803473;1742;2592;;;;;;
19;1;1225;3989323;549;671;;;;;;
19;2;1350;3627480;566;780;;;;;;
19;3;1640;3602878;733;902;;;;;;
19;4;1745;3946404;699;1041;;;;;;
19;5;1096;3761027;387;705;;;;;;
19;6;1691;3750523;726;960;;;;;;
19;7;1125;3741630;516;605;;;;;;
19;8;1446;3833421;573;868;;;;;;
19;9;1398;3798887;546;847;;;;;;
19;10;1545;3684913;556;984;;;;;;
19;11;1842;7231310;730;1103;;;;;;
19;12;3300;7894826;1262;2029;;;;;;
19;13;2786;7620689;1112;1665;;;;;;
19;14;2877;7461300;1156;1712;;;;;;
19;15;3003;7503078;1287;1707;;;;;;
19;16;3290;8026746;1182;2098;;;;;;
19;17;2255;7385643;939;1307;;;;;;
19;18;2680;7607641;1082;1589;;;;;;
19;19;2178;7068683;866;1303;;;;;;
19;20;2275;7610509;966;1299;;;;;;
19;21;24;3151293;12;8;;;;;;
19;22;46;3366591;21;21;;;;;;
19;23;24;3157507;12;8;;;;;;
19;24;34;3251616;16;13;;;;;;
19;25;20;3243511;9;7;;;;;;
19;26;29;3163406;14;11;;;;;;
19;27;143;3555408;54;84;;;;;;
19;28;24;3366409;12;8;;;;;;
19;29;26;3399771;12;9;;;;;;
19;30;32;3267411;16;13;;;;;;
19;31;25;3101992;12;8;;;;;;
19;32;64;3176307;29;31;;;;;;
19;33;83;3041496;35;44;;;;;;
19;34;25;2951707;12;9;;;;;;
19;35;246;3294800;142;99;;;;;;
19;36;2312;3797870;901;1406;;;;;;
19;37;2204;3732124;868;1332;;;;;;
19;38;3007;3919406;1218;1783;;;;;;
19;39;2847;3990793;1232;1609;;;;;;
19;40;2419;3829494;991;1423;;;;;;
19;41;1384;3702413;582;797;;;;;;
19;42;2547;3951787;1034;1508;;;;;;
19;43;1843;3571703;759;1079;;;;;;
19;44;3396;3883091;1358;2032;;;;;;
19;45;2143;3844976;892;1246;;;;;;
19;46;2281;4093292;903;1372;;;;;;
19;47;2622;4061973;1003;1614;;;;;;
19;48;2419;3699382;1003;1411;;;;;;
19;49;2193;3822352;884;1303;;;;;;
19;50;2710;4197324;1178;1526;;;;;;
19;51;40;6489749;19;13;;;;;;
19;52;71;6586994;33;30;;;;;;
19;53;71;6653104;32;31;;;;;;
19;54;70;6000400;33;30;;;;;;
19;55;71;6436298;35;28;;;;;;
19;56;75;6141630;33;35;;;;;;
19;57;59;6012108;29;23;;;;;;
19;58;40;5925276;20;13;;;;;;
19;59;57;6181368;28;22;;;;;;
19;60;142;6415729;59;75;;;;;;
19;61;1922;7192516;811;1103;;;;;;
19;62;2275;7581485;949;1317;;;;;;
19;63;2677;7353700;1112;1556;;;;;;
19;64;2059;7276477;874;1176;;;;;;
19;65;2508;7386875;976;1523;;;;;;
19;66;2396;7432384;984;1403;;;;;;
19;67;2513;7302206;986;1518;;;;;;
19;68;2569;7504928;1121;1439;;;;;;
19;69;2618;7556839;1029;1579;;;;;;
19;70;2772;7256576;1134;1629;;;;;;
19;71;5119;7879426;2076;3034;;;;;;
19;72;4219;7888582;1649;2561;;;;;;
19;73;4570;7677106;1861;2699;;;;;;
19;74;5760;8499982;2279;3471;;;;;;
19;75;6286;8271714;2549;3726;;;;;;
19;76;4810;7938590;1900;2899;;;;;;
19;77;4623;7914556;1873;2740;;;;;;
19;78;3908;7729804;1578;2321;;;;;;
19;79;4625;7794710;1902;2713;;;;;;
19;80;4615;8187385;1801;2805;;;;;;
20;1;1077;3926581;464;607;;;;;;
20;2;1272;3324506;597;670;;;;;;
20;3;1435;3456715;473;957;;;;;;
20;4;1621;3631425;572;1045;;;;;;
20;5;1022;3341025;495;523;;;;;;
20;6;1585;3494807;565;1015;;;;;;
20;7;982;3539098;359;619;;;;;;
20;8;1522;4153099;637;880;;;;;;
20;9;1396;3777424;575;816;;;;;;
20;10;1533;3947310;555;973;;;;;;
20;11;1678;7166755;624;1045;;;;;;
20;12;3364;7680667;1326;2028;;;;;;
20;13;2639;8141226;1043;1586;;;;;;
20;14;3052;7835169;1252;1791;;;;;;
20;15;2787;7370104;1085;1693;;;;;;
20;16;3552;8287105;1440;2102;;;;;;
20;17;2221;7459409;870;1341;;;;;;
20;18;2675;7767288;1122;1544;;;;;;
20;19;2283;7344624;947;1327;;;;;;
20;20;2156;7254713;865;1282;;;;;;
20;21;22;2990018;11;7;;;;;;
20;22;42;3154371;19;19;;;;;;
20;23;23;2866150;12;8;;;;;;
20;24;31;3045882;15;12;;;;;;
20;25;19;2800091;9;6;;;;;;
20;26;26;2899279;13;9;;;;;;
20;27;127;3201380;51;72;;;;;;
20;28;24;3119216;11;8;;;;;;
20;29;27;3228595;13;10;;;;;;
20;30;29;2918090;14;10;;;;;;
20;31;24;2957719;12;8;;;;;;
20;32;76;3363189;31;40;;;;;;
20;33;100;3320775;38;58;;;;;;
20;34;29;3242266;14;11;;;;;;
20;35;172;3140622;58;109;;;;;;
20;36;2254;3787320;923;1326;;;;;;
20;37;2406;3732924;999;1401;;;;;;
20;38;3119;4256469;1163;1950;;;;;;
20;39;2732;4208292;1142;1584;;;;;;
20;40;2348;3849125;911;1432;;;;;;
20;41;1256;3685724;468;783;;;;;;
20;42;2606;3901213;1088;1512;;;;;;
20;43;1857;3800991;741;1111;;;;;;
20;44;3469;4061217;1350;2113;;;;;;
20;45;2077;4097910;842;1230;;;;;;
20;46;2495;3917492;1018;1472;;;;;;
20;47;2594;3864618;1005;1583;;;;;;
20;48;2348;3856019;989;1354;;;;;;
20;49;2193;3834925;878;1310;;;;;;
20;50;2669;4095881;1111;1552;;;;;;
20;51;33;5679577;16;10;;;;;;
20;52;214;5926086;30;177;;;;;;
20;53;55;5391635;26;22;;;;;;
20;54;59;5325020;29;24;;;;;;
20;55;61;5417488;31;24;;;;;;
20;56;65;5283610;30;29;;;;;;
20;57;51;5062789;25;20;;;;;;
20;58;34;5276143;17;11;;;;;;
20;59;48;5126115;24;18;;;;;;
20;60;122;5534163;51;64;;;;;;
20;61;1771;6886890;800;963;;;;;;
20;62;2092;7450746;764;1319;;;;;;
20;63;2479;6965097;905;1565;;;;;;
20;64;2008;7440712;859;1140;;;;;;
20;65;2540;7526778;985;1547;;;;;;
20;66;2367;7465577;986;1372;;;;;;
20;67;2651;7629218;1099;1543;;;;;;
20;68;2315;7496825;910;1395;;;;;;
20;69;2673;7805669;1026;1638;;;;;;
20;70;3040;7834877;1269;1762;;;;;;
20;71;5036;8353948;1965;3060;;;;;;
20;72;4083;7761366;1642;2431;;;;;;
20;73;4454;7848083;1921;2523;;;;;;
20;74;5631;8331017;2220;3401;;;;;;
20;75;6141;8376696;2567;3564;;;;;;
20;76;5124;8147534;2107;3007;;;;;;
20;77;4535;8118200;1825;2700;;;;;;
20;78;3935;7886188;1640;2286;;;;;;
20;79;4616;7841785;1975;2631;;;;;;
20;80;4541;8178410;1789;2741;;;;;;
21;1;1193;3914385;592;596;;;;;;
21;2;1412;3857598;655;751;;;;;;
21;3;1552;3723520;597;950;;;;;;
21;4;1784;5025323;597;1181;;;;;;
21;5;1078;3635875;427;647;;;;;;
21;6;1691;3676525;741;945;;;;;;
21;7;980;3637920;357;619;;;;;;
21;8;1576;4002505;563;1008;;;;;;
21;9;1419;3626211;635;779;;;;;;
21;10;1335;3640602;484;845;;;;;;
21;11;1811;7173879;740;1063;;;;;;
21;12;3346;7907417;1336;2001;;;;;;
21;13;2814;7651568;1114;1690;;;;;;
21;14;2954;7575893;1222;1722;;;;;;
21;15;2742;7402545;1072;1661;;;;;;
21;16;3249;7800388;1328;1911;;;;;;
21;17;2295;7453544;950;1336;;;;;;
21;18;2501;7336212;983;1509;;;;;;
21;19;2490;7351626;1118;1362;;;;;;
21;20;2293;7282086;962;1322;;;;;;
21;21;25;3205825;12;9;;;;;;
21;22;47;3222719;20;23;;;;;;
21;23;26;3091689;12;9;;;;;;
21;24;36;3177968;16;16;;;;;;
21;25;22;3234218;10;8;;;;;;
21;26;30;3145813;14;12;;;;;;
21;27;131;3250579;53;74;;;;;;
21;28;22;2851544;11;7;;;;;;
21;29;24;2958000;12;8;;;;;;
21;30;30;2954817;15;11;;;;;;
21;31;25;3199180;12;9;;;;;;
21;32;76;3384069;31;40;;;;;;
21;33;98;3304210;37;57;;;;;;
21;34;29;3238000;13;12;;;;;;
21;35;176;3404974;60;112;;;;;;
21;36;2249;3591237;857;1387;;;;;;
21;37;2174;3746294;851;1318;;;;;;
21;38;3162;3830607;1288;1870;;;;;;
21;39;2585;3850311;1026;1554;;;;;;
21;40;2404;3653560;1013;1386;;;;;;
21;41;1228;3522415;463;760;;;;;;
21;42;2656;3858421;1141;1510;;;;;;
21;43;1873;3570999;740;1128;;;;;;
21;44;3295;3927328;1248;2042;;;;;;
21;45;2131;3916404;816;1310;;;;;;
21;46;2387;3705901;1001;1381;;;;;;
21;47;2640;3682167;1004;1631;;;;;;
21;48;2305;3671602;918;1382;;;;;;
21;49;2304;4048279;887;1412;;;;;;
21;50;2738;4085406;1179;1553;;;;;;
21;51;36;5771089;17;12;;;;;;
21;52;62;5727320;31;24;;;;;;
21;53;62;5802396;30;25;;;;;;
21;54;69;5798269;33;29;;;;;;
21;55;70;6038656;35;28;;;;;;
21;56;75;5730331;34;34;;;;;;
21;57;58;5759668;29;23;;;;;;
21;58;41;5646282;20;14;;;;;;
21;59;57;5938634;28;22;;;;;;
21;60;134;6292884;56;71;;;;;;
21;61;1899;7831014;746;1143;;;;;;
21;62;2203;7285684;879;1314;;;;;;
21;63;2755;7351000;1140;1605;;;;;;
21;64;2055;7227184;860;1186;;;;;;
21;65;2622;7459463;1027;1587;;;;;;
21;66;2157;7013819;761;1388;;;;;;
21;67;2540;7343212;1040;1490;;;;;;
21;68;2198;6810557;1087;1103;;;;;;
21;69;2679;7224513;1025;1645;;;;;;
21;70;2786;7625178;1063;1713;;;;;;
21;71;5253;7892724;2029;3214;;;;;;
21;72;4127;7685056;1715;2402;;;;;;
21;73;4363;7742109;1765;2588;;;;;;
21;74;5594;8197230;2116;3467;;;;;;
21;75;6138;8271062;2492;3636;;;;;;
21;76;4808;7907840;1903;2895;;;;;;
21;77;4851;7944499;1983;2858;;;;;;
21;78;3850;7761701;1620;2220;;;;;;
21;79;4498;7654436;1842;2646;;;;;;
21;80;4584;7887128;1901;2674;;;;;;
22;1;1222;3591921;588;630;;;;;;
22;2;1330;3434766;552;773;;;;;;
22;3;1604;3441391;574;1026;;;;;;
22;4;1611;3471015;589;1017;;;;;;
22;5;1206;3352512;512;689;;;;;;
22;6;1585;3441701;658;922;;;;;;
22;7;959;3314706;353;602;;;;;;
22;8;1477;3567526;586;886;;;;;;
22;9;1519;3482803;656;858;;;;;;
22;10;1293;3389384;479;810;;;;;;
22;11;1928;6952413;827;1092;;;;;;
22;12;3245;6897303;1298;1939;;;;;;
22;13;2723;7061585;1043;1672;;;;;;
22;14;3100;7174029;1365;1726;;;;;;
22;15;2909;7071190;1082;1818;;;;;;
22;16;3292;7263955;1363;1919;;;;;;
22;17;2200;6771483;895;1297;;;;;;
22;18;2658;6954515;1077;1572;;;;;;
22;19;2449;6797015;1039;1402;;;;;;
22;20;2236;6833241;945;1283;;;;;;
22;21;24;3053117;11;9;;;;;;
22;22;48;3153403;20;24;;;;;;
22;23;25;2920825;12;10;;;;;;
22;24;35;3004703;16;15;;;;;;
22;25;21;2960481;9;8;;;;;;
22;26;29;2990920;13;12;;;;;;
22;27;126;2977593;50;72;;;;;;
22;28;21;2728920;11;7;;;;;;
22;29;23;2744132;11;8;;;;;;
22;30;28;2739018;14;11;;;;;;
22;31;23;2794925;12;8;;;;;;
22;32;65;2930884;29;32;;;;;;
22;33;85;2855826;35;46;;;;;;
22;34;27;3117841;12;10;;;;;;
22;35;171;2910878;56;111;;;;;;
22;36;2346;3520022;943;1398;;;;;;
22;37;2368;3382381;1053;1310;;;;;;
22;38;3098;3615892;1175;1918;;;;;;
22;39;2624;3640471;1023;1595;;;;;;
22;40;2444;3412871;1029;1411;;;;;;
22;41;1275;3373708;471;799;;;;;;
22;42;2592;3858015;1065;1521;;;;;;
22;43;1898;3336734;729;1164;;;;;;
22;44;3230;3711971;1267;1958;;;;;;
22;45;2104;3449888;824;1275;;;;;;
22;46;2411;3453007;1061;1345;;;;;;
22;47;2565;3493823;995;1565;;;;;;
22;48;2428;3515202;995;1428;;;;;;
22;49;2369;3637293;969;1395;;;;;;
22;50;2725;3771400;1126;1595;;;;;;
22;51;35;5349200;17;11;;;;;;
22;52;61;5516400;30;24;;;;;;
22;53;63;5552100;30;26;;;;;;
22;54;71;5699500;33;32;;;;;;
22;55;80;6573900;37;35;;;;;;
22;56;86;6143400;36;43;;;;;;
22;57;67;6044700;31;29;;;;;;
22;58;45;5909300;22;16;;;;;;
22;59;59;5565100;29;23;;;;;;
22;60;134;5786000;56;70;;;;;;
22;61;1740;6396400;641;1092;;;;;;
22;62;2177;6600200;1014;1154;;;;;;
22;63;2615;6827700;1040;1567;;;;;;
22;64;2100;6720600;775;1317;;;;;;
22;65;2477;6684400;901;1567;;;;;;
22;66;2390;6860400;1005;1377;;;;;;
22;67;2546;6929600;998;1539;;;;;;
22;68;2237;6739900;891;1338;;;;;;
22;69;2722;6921500;1124;1589;;;;;;
22;70;3098;7502700;1274;1814;;;;;;
22;71;5364;7334600;2185;3169;;;;;;
22;72;4188;7058700;1699;2479;;;;;;
22;73;4414;7214900;1773;2632;;;;;;
22;74;5752;7782900;2316;3426;;;;;;
22;75;6288;7639500;2673;3605;;;;;;
22;76;4731;7342500;1874;2848;;;;;;
22;77;4619;7445900;1912;2697;;;;;;
22;78;3877;7204300;1622;2246;;;;;;
22;79;4507;7252100;1810;2688;;;;;;
22;80;4699;7355100;1830;2860;;;;;;
23;1;1200;3771900;595;600;;;;;;
23;2;1361;3488000;628;729;;;;;;
23;3;1518;3688800;516;997;;;;;;
23;4;1688;3839400;651;1032;;;;;;
23;5;1235;3396300;470;761;;;;;;
23;6;1613;3872300;653;955;;;;;;
23;7;962;3460300;355;602;;;;;;
23;8;1558;3619900;553;1001;;;;;;
23;9;1520;3724100;667;848;;;;;;
23;10;1332;3646400;486;841;;;;;;
23;11;1942;6844900;794;1139;;;;;;
23;12;3196;7612200;1253;1934;;;;;;
23;13;2990;7571400;1227;1754;;;;;;
23;14;2978;7356000;1133;1836;;;;;;
23;15;2987;7488300;1123;1855;;;;;;
23;16;3213;7893100;1285;1919;;;;;;
23;17;2291;7379500;828;1454;;;;;;
23;18;2601;7405200;1084;1508;;;;;;
23;19;2261;7182400;956;1296;;;;;;
23;20;2256;7118900;932;1315;;;;;;
23;21;22;2874700;11;7;;;;;;
23;22;41;2893300;19;18;;;;;;
23;23;23;2807800;11;8;;;;;;
23;24;31;2858700;15;12;;;;;;
23;25;18;2784000;9;6;;;;;;
23;26;26;2807100;13;10;;;;;;
23;27;128;3087000;52;72;;;;;;
23;28;22;2836200;11;7;;;;;;
23;29;23;2890200;12;8;;;;;;
23;30;29;2927700;14;11;;;;;;
23;31;24;3024100;12;8;;;;;;
23;32;65;3027400;29;32;;;;;;
23;33;84;2932500;35;46;;;;;;
23;34;26;2814300;12;10;;;;;;
23;35;158;2922800;55;99;;;;;;
23;36;2370;3974600;923;1442;;;;;;
23;37;2165;3599000;848;1312;;;;;;
23;38;3240;3864100;1307;1927;;;;;;
23;39;2747;3953200;1113;1629;;;;;;
23;40;2476;3603200;1087;1384;;;;;;
23;41;1255;3587900;465;785;;;;;;
23;42;2554;3870400;1046;1503;;;;;;
23;43;1895;3561200;748;1143;;;;;;
23;44;3436;3951700;1378;2052;;;;;;
23;45;2124;3646200;848;1271;;;;;;
23;46;2248;3718400;873;1371;;;;;;
23;47;2602;3596200;1096;1501;;;;;;
23;48;2414;3653800;920;1489;;;;;;
23;49;2266;4042200;876;1385;;;;;;
23;50;2649;3951100;1040;1604;;;;;;
23;51;34;5624000;18;10;;;;;;
23;52;66;6256200;32;27;;;;;;
23;53;58;5804300;28;23;;;;;;
23;54;61;5406000;30;25;;;;;;
23;55;59;5098900;30;23;;;;;;
23;56;63;5012200;29;28;;;;;;
23;57;50;5004400;25;19;;;;;;
23;58;169;4935500;17;146;;;;;;
23;59;53;5613500;26;20;;;;;;
23;60;205;5829100;121;77;;;;;;
23;61;1891;7274600;762;1119;;;;;;
23;62;2268;7146900;953;1306;;;;;;
23;63;2634;7366600;1011;1614;;;;;;
23;64;2096;6931500;887;1200;;;;;;
