Step;Tamanho do dataset; Qtd. entradas do índice;Tempo de construção do índice(seg);Tempo de consulta para 1 palavra - Aleatório(ms);Tempo de consulta para 2 palavras - Aleatório(ms);Tempo de consulta para 1 palavra - Melhor caso(ms);Tempo de consulta para 1 palavra - Caso médio(ms);Tempo de consulta para 1 palavra - Pior caso(ms);Tempo de consulta para 2 palavras - Melhor caso(ms);Tempo de consulta para 2 palavras - Caso médio(ms);Tempo de consulta para 2 palavras - Pior caso(ms)
4;17;2191;3151200;828;1359;;;;;;
4;18;2215;2920900;978;1232;;;;;;
4;19;2352;3338300;820;1527;;;;;;
4;20;1955;2875900;875;1076;;;;;;
4;21;17;1461800;10;5;;;;;;
4;22;210;1428100;191;17;;;;;;
4;23;19;1366600;10;7;;;;;;
4;24;27;1405700;14;11;;;;;;
4;25;16;1399000;8;6;;;;;;
4;26;23;1438800;12;9;;;;;;
4;27;116;1420100;48;65;;;;;;
4;28;19;1442800;10;7;;;;;;
4;29;20;1440200;11;7;;;;;;
4;30;26;1418500;13;10;;;;;;
4;31;21;1429700;11;7;;;;;;
4;32;59;1427500;28;28;;;;;;
4;33;76;1310400;33;41;;;;;;
4;34;22;1371300;11;8;;;;;;
4;35;147;1368200;53;91;;;;;;
4;36;1996;1345600;712;1281;;;;;;
4;37;2319;1544000;1015;1301;;;;;;
4;38;2838;1392000;957;1878;;;;;;
4;39;2314;1450300;1029;1282;;;;;;
4;40;2487;1621900;869;1614;;;;;;
4;41;1256;1259600;429;825;;;;;;
4;42;2143;1370100;771;1370;;;;;;
4;43;1680;1238300;782;896;;;;;;
4;44;3283;1603500;1166;2114;;;;;;
4;45;2024;1290400;637;1385;;;;;;
4;46;2032;1462200;708;1322;;;;;;
4;47;2605;1507600;1111;1491;;;;;;
4;48;2261;1337300;754;1505;;;;;;
4;49;1965;1420400;713;1250;;;;;;
4;50;2385;1400400;974;1408;;;;;;
4;51;27;2610200;15;8;;;;;;
4;52;50;2566700;27;20;;;;;;
4;53;50;2575600;26;20;;;;;;
4;54;56;2601400;29;23;;;;;;
4;55;56;2614400;30;22;;;;;;
4;56;62;2676100;30;28;;;;;;
4;57;47;2590400;25;19;;;;;;
4;58;32;2521400;18;10;;;;;;
4;59;47;2667100;25;18;;;;;;
4;60;114;2635600;51;59;;;;;;
4;61;1955;3109100;910;1040;;;;;;
4;62;2081;3236000;740;1336;;;;;;
4;63;2310;2799600;813;1493;;;;;;
4;64;1810;2946300;839;966;;;;;;
4;65;2487;2883300;1211;1272;;;;;;
4;66;2241;3177400;786;1451;;;;;;
4;67;2361;2925900;1122;1235;;;;;;
4;68;1943;2803700;840;1098;;;;;;
4;69;2455;2843600;825;1626;;;;;;
4;70;2806;3232200;1235;1566;;;;;;
4;71;4581;3083500;1939;2637;;;;;;
4;72;3768;2874900;1526;2238;;;;;;
4;73;4035;2947900;1416;2615;;;;;;
4;74;4867;3068400;2034;2828;;;;;;
4;75;5674;3149500;2201;3468;;;;;;
4;76;4232;2925700;1504;2723;;;;;;
4;77;4321;3027900;1524;2792;;;;;;
4;78;3432;2809400;1204;2223;;;;;;
4;79;4082;2837500;1653;2425;;;;;;
4;80;4116;2949100;1673;2438;;;;;;
5;1;1046;1881300;344;699;;;;;;
5;2;1031;1527500;400;629;;;;;;
5;3;1187;1509300;467;717;;;;;;
5;4;1658;1428200;539;1117;;;;;;
5;5;857;1342800;339;515;;;;;;
5;6;1807;1624200;834;969;;;;;;
5;7;876;1391800;330;543;;;;;;
5;8;1597;1840300;724;869;;;;;;
5;9;1261;1542600;441;817;;;;;;
5;10;1292;1341200;439;850;;;;;;
5;11;1726;3056800;626;1096;;;;;;
5;12;2730;2993700;1115;1610;;;;;;
5;13;2796;3358200;937;1853;;;;;;
5;14;2559;3097200;928;1626;;;;;;
5;15;2697;2950900;913;1779;;;;;;
5;16;3004;3488400;1073;1926;;;;;;
5;17;1949;2721500;682;1263;;;;;;
5;18;2422;3035300;1089;1329;;;;;;
5;19;1985;2818900;705;1276;;;;;;
5;20;2115;2978000;878;1233;;;;;;
5;21;17;1269300;9;6;;;;;;
5;22;36;1397000;18;16;;;;;;
5;23;18;1342100;10;6;;;;;;
5;24;25;1294000;13;10;;;;;;
5;25;15;1351900;8;5;;;;;;
5;26;22;1441300;12;8;;;;;;
5;27;109;1303500;46;61;;;;;;
5;28;18;1272600;9;6;;;;;;
5;29;18;1252400;10;6;;;;;;
5;30;23;1380500;12;9;;;;;;
5;31;18;1326100;10;6;;;;;;
5;32;54;1317100;26;26;;;;;;
5;33;71;1290200;31;38;;;;;;
5;34;20;1311600;10;7;;;;;;
5;35;136;1425800;50;84;;;;;;
5;36;1925;1309300;693;1229;;;;;;
5;37;2252;1443300;791;1458;;;;;;
5;38;2809;1373500;936;1870;;;;;;
5;39;2255;1359700;988;1264;;;;;;
5;40;2286;1447800;1027;1256;;;;;;
5;41;1334;1321200;439;893;;;;;;
5;42;2137;1382200;767;1368;;;;;;
5;43;1615;1230400;740;873;;;;;;
5;44;3264;1492000;1116;2145;;;;;;
5;45;1909;1328600;652;1255;;;;;;
5;46;1977;1272400;704;1271;;;;;;
5;47;2255;1315800;788;1464;;;;;;
5;48;2360;1398500;831;1526;;;;;;
5;49;2043;1436200;716;1324;;;;;;
5;50;2247;1382300;813;1431;;;;;;
5;51;28;2659200;15;9;;;;;;
5;52;50;2656300;27;20;;;;;;
5;53;50;2588200;26;20;;;;;;
5;54;58;2690200;29;25;;;;;;
5;55;58;2616300;31;23;;;;;;
5;56;60;2606400;29;27;;;;;;
5;57;48;2654400;25;19;;;;;;
5;58;31;2483800;17;10;;;;;;
5;59;46;2515100;24;18;;;;;;
5;60;112;2610900;50;58;;;;;;
5;61;1644;2740400;595;1045;;;;;;
5;62;1996;3006600;714;1277;;;;;;
5;63;2615;3194400;908;1702;;;;;;
5;64;1770;2771400;623;1142;;;;;;
5;65;2197;2710200;767;1426;;;;;;
5;66;2049;2799800;719;1326;;;;;;
5;67;2477;3067500;1089;1383;;;;;;
5;68;2011;2810800;925;1083;;;;;;
5;69;2507;2798600;1230;1273;;;;;;
5;70;2433;2793800;872;1556;;;;;;
5;71;4713;3110400;1676;3033;;;;;;
5;72;3689;2844700;1282;2402;;;;;;
5;73;4247;3031400;1679;2563;;;;;;
5;74;4841;3093400;1705;3131;;;;;;
5;75;5569;3237500;2113;3450;;;;;;
5;76;4231;2888000;1710;2516;;;;;;
5;77;4229;3023900;1703;2521;;;;;;
5;78;3422;2793900;1211;2206;;;;;;
5;79;3890;2748500;1581;2305;;;;;;
5;80;4239;2984000;1691;2543;;;;;;
6;1;1009;2019500;345;661;;;;;;
6;2;1015;1506400;396;617;;;;;;
6;3;1177;1354500;463;712;;;;;;
6;4;1678;1461800;832;843;;;;;;
6;5;1156;1404700;343;811;;;;;;
6;6;1580;1657800;624;953;;;;;;
6;7;979;1437300;338;639;;;;;;
6;8;1094;1365800;432;660;;;;;;
6;9;1711;2120300;581;1127;;;;;;
6;10;1225;1503400;470;753;;;;;;
6;11;1602;2803500;569;1029;;;;;;
6;12;3185;3454000;1296;1884;;;;;;
6;13;2727;3331500;1285;1437;;;;;;
6;14;2616;3137300;943;1668;;;;;;
6;15;2826;3149300;1120;1701;;;;;;
6;16;3133;3438800;1246;1882;;;;;;
6;17;1942;2920900;700;1238;;;;;;
6;18;2463;3334900;1072;1386;;;;;;
6;19;2096;3043400;805;1287;;;;;;
6;20;1951;2938800;885;1062;;;;;;
6;21;17;1266400;10;5;;;;;;
6;22;34;1247700;17;14;;;;;;
6;23;18;1331900;10;6;;;;;;
6;24;25;1314000;13;10;;;;;;
6;25;15;1277000;8;5;;;;;;
6;26;21;1294500;11;8;;;;;;
6;27;107;1301800;45;59;;;;;;
6;28;17;1286700;9;6;;;;;;
6;29;18;1279900;10;6;;;;;;
6;30;23;1245600;13;9;;;;;;
6;31;19;1272500;10;6;;;;;;
6;32;208;1413400;27;178;;;;;;
6;33;77;1464200;33;42;;;;;;
6;34;22;1431000;11;9;;;;;;
6;35;141;1384600;53;85;;;;;;
6;36;2159;1456700;954;1203;;;;;;
6;37;2070;1418800;886;1181;;;;;;
6;38;2835;1498200;1159;1674;;;;;;
6;39;2513;1542500;1108;1402;;;;;;
6;40;2048;1410500;761;1285;;;;;;
6;41;1297;1425400;451;843;;;;;;
6;42;2160;1416500;770;1388;;;;;;
6;43;1643;1260500;565;1076;;;;;;
6;44;3363;1566900;1238;2122;;;;;;
6;45;1867;1294800;639;1226;;;;;;
6;46;2037;1334700;910;1124;;;;;;
6;47;2638;1577200;921;1714;;;;;;
6;48;2147;1392200;746;1398;;;;;;
6;49;2036;1431900;936;1097;;;;;;
6;50;2549;1471800;1079;1467;;;;;;
6;51;39;4162800;20;14;;;;;;
6;52;71;4220700;35;30;;;;;;
6;53;71;4224800;34;31;;;;;;
6;54;80;3895600;37;38;;;;;;
6;55;76;3539200;37;34;;;;;;
6;56;84;3534000;35;43;;;;;;
6;57;65;3539500;30;29;;;;;;
6;58;43;3429000;21;17;;;;;;
6;59;62;3508400;30;27;;;;;;
6;60;134;3083800;58;71;;;;;;
6;61;1652;2902700;638;1009;;;;;;
6;62;2146;2874900;851;1291;;;;;;
6;63;2350;2874300;829;1517;;;;;;
6;64;1763;2795600;817;942;;;;;;
6;65;2599;3360000;1102;1492;;;;;;
6;66;2048;2993000;733;1311;;;;;;
6;67;2199;2918500;794;1400;;;;;;
6;68;2257;2850700;1143;1111;;;;;;
6;69;2541;3055100;1117;1420;;;;;;
6;70;2634;3066400;1001;1628;;;;;;
6;71;4610;3018000;1971;2634;;;;;;
6;72;4125;3021700;1913;2207;;;;;;
6;73;3855;2866500;1561;2289;;;;;;
6;74;5305;3288300;1844;3455;;;;;;
6;75;5617;3153300;2106;3506;;;;;;
6;76;4470;3232500;1732;2733;;;;;;
6;77;4245;3108300;1619;2621;;;;;;
6;78;3401;2826300;1586;1811;;;;;;
6;79;4337;3111500;1536;2796;;;;;;
6;80;4052;3052500;1607;2440;;;;;;
7;1;923;1436000;304;617;;;;;;
7;2;987;1387700;381;603;;;;;;
7;3;1561;1769800;765;793;;;;;;
7;4;1412;1657100;556;853;;;;;;
7;5;1346;1613200;442;902;;;;;;
7;6;1583;1612700;694;886;;;;;;
7;7;806;1276800;320;483;;;;;;
7;8;1541;1667800;759;780;;;;;;
7;9;1432;1940500;491;937;;;;;;
7;10;1124;1427100;440;681;;;;;;
7;11;1846;2840600;620;1222;;;;;;
7;12;2897;3181100;1040;1852;;;;;;
7;13;2750;3341900;937;1808;;;;;;
7;14;2685;3508200;960;1721;;;;;;
7;15;2416;2902600;857;1554;;;;;;
7;16;3359;3643300;1328;2026;;;;;;
7;17;1964;2825200;692;1268;;;;;;
7;18;2426;3124300;1159;1262;;;;;;
7;19;2007;3261400;744;1258;;;;;;
7;20;2171;2933500;855;1312;;;;;;
7;21;18;1301100;10;6;;;;;;
7;22;35;1331600;17;15;;;;;;
7;23;18;1297000;9;6;;;;;;
7;24;25;1324000;13;9;;;;;;
7;25;15;1306100;8;5;;;;;;
7;26;22;1406300;11;8;;;;;;
7;27;109;1355100;46;61;;;;;;
7;28;17;1293900;9;6;;;;;;
7;29;23;1595000;13;8;;;;;;
7;30;29;1610200;14;12;;;;;;
7;31;22;1528200;11;8;;;;;;
7;32;64;1503200;29;33;;;;;;
7;33;78;1640300;34;42;;;;;;
7;34;23;1466800;12;9;;;;;;
7;35;148;1476200;54;92;;;;;;
7;36;1965;1306500;698;1264;;;;;;
7;37;2283;1452800;795;1485;;;;;;
7;38;2764;1434500;975;1786;;;;;;
7;39;2605;1545100;1277;1326;;;;;;
7;40;2459;1607300;1059;1397;;;;;;
7;41;1380;1450100;470;907;;;;;;
7;42;2391;1477700;804;1584;;;;;;
7;43;1649;1246300;574;1072;;;;;;
7;44;3146;1522300;1380;1763;;;;;;
7;45;1944;1524700;696;1245;;;;;;
7;46;1969;1364000;859;1107;;;;;;
7;47;2467;1396500;799;1665;;;;;;
7;48;2238;1405900;813;1423;;;;;;
7;49;2136;1467500;936;1198;;;;;;
7;50;2279;1434400;1022;1254;;;;;;
7;51;27;2553800;15;9;;;;;;
7;52;50;2665200;26;20;;;;;;
7;53;50;2624600;26;20;;;;;;
7;54;56;2584000;29;24;;;;;;
7;55;56;2673300;30;22;;;;;;
7;56;62;2696200;30;28;;;;;;
7;57;47;2613500;25;19;;;;;;
7;58;32;2580700;17;11;;;;;;
7;59;47;2668400;25;19;;;;;;
7;60;113;2754800;50;58;;;;;;
7;61;1697;2928500;607;1086;;;;;;
7;62;2215;2849800;957;1254;;;;;;
7;63;2501;3092900;865;1632;;;;;;
7;64;1771;2843200;792;974;;;;;;
7;65;2335;2780400;782;1549;;;;;;
7;66;2162;2862500;715;1443;;;;;;
7;67;2405;3248500;913;1487;;;;;;
7;68;2064;2974000;930;1129;;;;;;
7;69;2551;2956800;1036;1510;;;;;;
7;70;2406;3031300;870;1531;;;;;;
7;71;4947;3430100;1887;3054;;;;;;
7;72;3639;2974700;1287;2347;;;;;;
7;73;4309;3201900;1818;2486;;;;;;
7;74;4953;3076400;1717;3231;;;;;;
7;75;5712;3244200;2283;3424;;;;;;
7;76;4312;2954600;1656;2652;;;;;;
7;77;4576;3247400;1741;2830;;;;;;
7;78;3340;2796900;1547;1789;;;;;;
7;79;4075;2905100;1760;2310;;;;;;
7;80;4285;3083200;1537;2743;;;;;;
8;1;1030;1810000;495;532;;;;;;
8;2;1033;1571300;402;628;;;;;;
8;3;1187;1437600;467;717;;;;;;
8;4;1679;1467300;839;838;;;;;;
8;5;853;1339900;340;511;;;;;;
8;6;1816;1608300;614;1199;;;;;;
8;7;1047;1596100;463;581;;;;;;
8;8;1099;1387400;434;663;;;;;;
8;9;1455;1729800;654;799;;;;;;
8;10;1474;1925500;516;955;;;;;;
8;11;1640;2843400;791;845;;;;;;
8;12;3035;3213400;1085;1944;;;;;;
8;13;2541;3022600;1052;1485;;;;;;
8;14;2737;3318100;1001;1732;;;;;;
8;15;2493;2946700;889;1599;;;;;;
8;16;3165;3108700;1306;1854;;;;;;
8;17;2140;3270100;909;1225;;;;;;
8;18;2276;3237200;1013;1258;;;;;;
8;19;2188;3128200;772;1411;;;;;;
8;20;2109;3203700;906;1198;;;;;;
8;21;17;1256800;9;6;;;;;;
8;22;34;1374300;17;15;;;;;;
8;23;17;1266400;10;6;;;;;;
8;24;25;1254300;13;9;;;;;;
8;25;15;1297500;8;5;;;;;;
8;26;21;1269100;11;8;;;;;;
8;27;106;1284800;45;59;;;;;;
8;28;17;1254800;9;6;;;;;;
8;29;19;1342400;11;6;;;;;;
8;30;23;1255600;12;9;;;;;;
8;31;18;1257300;10;6;;;;;;
8;32;54;1321900;26;26;;;;;;
8;33;71;1314700;31;38;;;;;;
8;34;20;1278600;11;7;;;;;;
8;35;134;1288600;50;82;;;;;;
8;36;1995;1289200;700;1293;;;;;;
8;37;1993;1378500;701;1289;;;;;;
8;38;3095;1579600;1235;1857;;;;;;
8;39;2437;1537200;837;1597;;;;;;
8;40;2053;1365400;737;1314;;;;;;
8;41;1388;1419700;491;895;;;;;;
8;42;2295;1492800;831;1461;;;;;;
8;43;1660;1223500;770;887;;;;;;
8;44;3320;1517300;1531;1786;;;;;;
8;45;1947;1462900;688;1257;;;;;;
8;46;2204;1371900;720;1481;;;;;;
8;47;2192;1386800;785;1404;;;;;;
8;48;2439;1423300;841;1596;;;;;;
8;49;1991;1386200;902;1087;;;;;;
8;50;2499;1456800;1042;1454;;;;;;
8;51;29;2866200;16;10;;;;;;
8;52;55;2871400;28;23;;;;;;
8;53;54;2834400;28;22;;;;;;
8;54;61;3235600;31;25;;;;;;
8;55;56;2593900;30;22;;;;;;
8;56;61;2574300;30;28;;;;;;
8;57;48;2910600;25;19;;;;;;
8;58;31;2541800;17;11;;;;;;
8;59;46;2559700;24;18;;;;;;
8;60;112;2690700;50;59;;;;;;
8;61;1706;2796300;606;1095;;;;;;
8;62;2184;3112700;799;1380;;;;;;
8;63;2461;2987100;860;1597;;;;;;
8;64;1802;2713700;842;956;;;;;;
8;65;2225;2841900;783;1438;;;;;;
8;66;2332;3186000;826;1502;;;;;;
8;67;2359;2950400;818;1537;;;;;;
8;68;2036;2793900;720;1312;;;;;;
8;69;2516;2892800;1038;1474;;;;;;
8;70;2802;3342600;1188;1609;;;;;;
8;71;4592;3020300;1947;2640;;;;;;
8;72;3841;2919800;1736;2100;;;;;;
8;73;4120;2919500;1599;2516;;;;;;
8;74;5160;3220500;1810;3345;;;;;;
8;75;5488;3201600;1932;3551;;;;;;
8;76;4392;2935000;1576;2811;;;;;;
8;77;4119;4934100;1643;2469;;;;;;
8;78;3171;2729700;1192;1975;;;;;;
8;79;4183;2990500;1482;2695;;;;;;
8;80;4022;2951700;1408;2609;;;;;;
9;1;1000;1756800;479;519;;;;;;
9;2;1008;1472800;392;614;;;;;;
9;3;1151;1369200;454;694;;;;;;
9;4;1589;1454300;797;790;;;;;;
9;5;836;1284500;331;503;;;;;;
9;6;1824;1521800;877;944;;;;;;
9;7;893;1364900;335;555;;;;;;
9;8;1549;1758600;705;841;;;;;;
9;9;1342;1626900;448;891;;;;;;
9;10;1263;1334500;432;829;;;;;;
9;11;1620;2731400;777;839;;;;;;
9;12;3025;3090500;1122;1899;;;;;;
9;13;2490;2897100;1043;1443;;;;;;
9;14;2654;3100200;1083;1566;;;;;;
9;15;2627;3104800;1074;1549;;;;;;
9;16;2897;3172400;1072;1821;;;;;;
9;17;1908;2916600;837;1067;;;;;;
9;18;2424;3062500;974;1445;;;;;;
9;19;2032;2772800;739;1289;;;;;;
9;20;1944;3038700;728;1211;;;;;;
9;21;17;1242600;9;5;;;;;;
9;22;195;1278300;17;176;;;;;;
9;23;18;1205200;10;6;;;;;;
9;24;25;1263300;13;10;;;;;;
9;25;15;1210900;8;5;;;;;;
9;26;21;1254400;11;8;;;;;;
9;27;109;1302400;46;61;;;;;;
9;28;17;1251500;9;6;;;;;;
9;29;18;1309600;10;6;;;;;;
9;30;23;1304300;12;9;;;;;;
9;31;18;1200700;10;6;;;;;;
9;32;53;1299200;26;25;;;;;;
9;33;70;1236200;30;37;;;;;;
9;34;20;1246100;10;7;;;;;;
9;35;131;1239400;49;80;;;;;;
9;36;2010;1450900;703;1305;;;;;;
9;37;1853;1272900;667;1183;;;;;;
9;38;2969;1505100;1349;1617;;;;;;
9;39;2222;1362300;816;1403;;;;;;
9;40;2172;1353100;731;1439;;;;;;
9;41;1185;1176100;413;770;;;;;;
9;42;2277;1533200;834;1440;;;;;;
9;43;1720;1270200;578;1139;;;;;;
9;44;2835;1365600;1009;1823;;;;;;
9;45;1798;1239700;828;967;;;;;;
9;46;2351;1633100;816;1533;;;;;;
9;47;2200;1256300;780;1418;;;;;;
9;48;2030;1271500;923;1104;;;;;;
9;49;1954;1321500;687;1265;;;;;;
9;50;2572;1600400;917;1652;;;;;;
9;51;27;2478600;15;8;;;;;;
9;52;50;2565500;26;20;;;;;;
9;53;51;2598200;27;20;;;;;;
9;54;55;2519700;28;24;;;;;;
9;55;57;2635500;30;23;;;;;;
9;56;61;2571800;29;28;;;;;;
9;57;47;2642600;25;19;;;;;;
9;58;32;2535400;17;11;;;;;;
9;59;46;2613200;24;18;;;;;;
9;60;268;2756000;51;213;;;;;;
9;61;1458;2608700;581;872;;;;;;
9;62;1914;2807100;895;1015;;;;;;
9;63;2414;2751700;958;1452;;;;;;
9;64;1891;2750900;687;1199;;;;;;
9;65;2118;2885600;793;1320;;;;;;
9;66;1930;2676900;704;1222;;;;;;
9;67;2393;2678800;965;1424;;;;;;
9;68;2035;2735900;955;1076;;;;;;
9;69;2437;2887600;890;1542;;;;;;
9;70;2392;2766300;1009;1379;;;;;;
9;71;4539;3113500;1753;2780;;;;;;
9;72;3745;2925700;1353;2387;;;;;;
9;73;3782;2885500;1359;2418;;;;;;
9;74;5049;3099600;1933;3111;;;;;;
9;75;5339;3036200;2071;3263;;;;;;
9;76;4280;2879100;1474;2801;;;;;;
9;77;3964;2949900;1650;2309;;;;;;
9;78;3373;2883700;1616;1752;;;;;;
9;79;4119;2887800;1668;2447;;;;;;
9;80;3946;2902100;1631;2311;;;;;;
10;1;1059;1926900;525;531;;;;;;
10;2;1033;1563600;406;624;;;;;;
10;3;1176;1375300;463;710;;;;;;
10;4;1640;1459800;532;1106;;;;;;
10;5;1127;1350400;340;785;;;;;;
10;6;1538;1603600;607;928;;;;;;
10;7;947;1331600;327;618;;;;;;
10;8;1100;1407100;434;664;;;;;;
10;9;1591;1948600;549;1039;;;;;;
10;10;1346;1420700;454;890;;;;;;
10;11;1399;2734400;561;834;;;;;;
10;12;3080;3050800;1388;1688;;;;;;
10;13;2448;2959700;1034;1410;;;;;;
10;14;2968;3398700;1204;1759;;;;;;
10;15;2478;2927200;914;1559;;;;;;
10;16;3173;3495600;1114;2053;;;;;;
10;17;1919;2875800;881;1033;;;;;;
10;18;2471;3188900;884;1582;;;;;;
10;19;1980;2782200;697;1279;;;;;;
10;20;1986;2878000;711;1270;;;;;;
10;21;17;1240000;10;5;;;;;;
10;22;34;1380200;17;15;;;;;;
10;23;18;1327200;10;6;;;;;;
10;24;24;1295200;13;9;;;;;;
10;25;17;1511200;9;6;;;;;;
10;26;21;1281000;11;8;;;;;;
10;27;107;1278000;45;59;;;;;;
10;28;17;1237700;9;6;;;;;;
10;29;18;1265200;10;6;;;;;;
10;30;23;1252400;12;9;;;;;;
10;31;18;1246300;10;6;;;;;;
10;32;54;1298100;26;26;;;;;;
10;33;71;1302200;31;38;;;;;;
10;34;20;1275500;11;8;;;;;;
10;35;135;1267600;52;81;;;;;;
10;36;1924;1368500;697;1224;;;;;;
10;37;2267;1465300;787;1478;;;;;;
10;38;2850;1477800;1128;1719;;;;;;
10;39;2283;1399100;825;1455;;;;;;
10;40;2191;1450400;950;1239;;;;;;
10;41;1250;1318100;438;810;;;;;;
10;42;2131;1440200;764;1364;;;;;;
10;43;1682;1353900;578;1101;;;;;;
10;44;3114;1457100;1112;1999;;;;;;
10;45;1803;1279200;820;980;;;;;;
10;46;2253;1346600;713;1538;;;;;;
10;47;2348;1355400;1017;1329;;;;;;
10;48;2162;1424100;763;1396;;;;;;
10;49;2090;1380700;870;1218;;;;;;
10;50;2203;1423300;807;1393;;;;;;
10;51;27;2541700;15;8;;;;;;
10;52;51;2673700;27;20;;;;;;
10;53;50;2668000;27;19;;;;;;
10;54;56;2628400;29;23;;;;;;
10;55;56;2626000;30;22;;;;;;
10;56;61;2600500;30;28;;;;;;
10;57;48;2539100;25;19;;;;;;
10;58;32;2804700;18;11;;;;;;
10;59;47;2676100;25;18;;;;;;
10;60;262;2804000;50;208;;;;;;
10;61;1796;3090900;692;1100;;;;;;
10;62;1922;2872400;702;1216;;;;;;
10;63;2293;2812200;807;1481;;;;;;
10;64;1772;2656300;619;1149;;;;;;
10;65;2455;2963500;1128;1323;;;;;;
10;66;2230;2964200;925;1301;;;;;;
10;67;2217;2903700;985;1227;;;;;;
10;68;2005;2787500;900;1101;;;;;;
10;69;2700;3086400;1121;1574;;;;;;
10;70;2526;2864700;867;1655;;;;;;
10;71;4643;3052800;1968;2670;;;;;;
10;72;3618;2874200;1290;2323;;;;;;
10;73;3966;3011800;1569;2392;;;;;;
10;74;5036;3219500;2027;3005;;;;;;
10;75;5649;3082900;2527;3117;;;;;;
10;76;4349;3117100;1547;2797;;;;;;
10;77;3978;2882100;1615;2358;;;;;;
10;78;3485;2997400;1297;2183;;;;;;
10;79;4091;2806300;1545;2541;;;;;;
10;80;4120;3028500;1685;2431;;;;;;
11;1;1025;1976800;505;517;;;;;;
11;2;1006;1461100;392;612;;;;;;
11;3;1155;1345500;455;697;;;;;;
11;4;1614;1395300;518;1093;;;;;;
11;5;835;1292900;334;499;;;;;;
11;6;1899;1547700;887;1009;;;;;;
11;7;865;1482200;328;534;;;;;;
11;8;1554;1725500;492;1059;;;;;;
11;9;1429;1739700;621;805;;;;;;
11;10;1305;1485600;474;829;;;;;;
11;11;1730;3053600;709;1017;;;;;;
11;12;3285;3464300;1357;1922;;;;;;
11;13;2810;3307800;1158;1647;;;;;;
11;14;2778;3345800;1070;1703;;;;;;
11;15;2804;3167900;1225;1574;;;;;;
11;16;3017;3322200;1168;1844;;;;;;
11;17;2199;3111300;958;1236;;;;;;
11;18;2583;3337200;1046;1532;;;;;;
11;19;2174;3274300;918;1251;;;;;;
11;20;2052;3069900;840;1207;;;;;;
11;21;18;1352800;10;6;;;;;;
11;22;37;1394000;18;16;;;;;;
11;23;19;1417600;11;6;;;;;;
11;24;27;1404500;14;10;;;;;;
11;25;16;1376000;8;5;;;;;;
11;26;22;1337200;12;8;;;;;;
11;27;114;1407700;49;63;;;;;;
11;28;19;1338200;10;6;;;;;;
11;29;20;1353100;11;7;;;;;;
11;30;25;1498600;14;9;;;;;;
11;31;21;1396400;11;7;;;;;;
11;32;62;1568600;29;30;;;;;;
11;33;81;1372400;39;40;;;;;;
11;34;20;1206900;10;8;;;;;;
11;35;281;1413600;179;99;;;;;;
11;36;2126;1447500;860;1264;;;;;;
11;37;2144;1490700;826;1315;;;;;;
11;38;2968;1561600;1216;1749;;;;;;
11;39;2540;1524400;1009;1528;;;;;;
11;40;2231;1473300;883;1345;;;;;;
11;41;1389;1355100;627;759;;;;;;
11;42;2348;1518000;916;1429;;;;;;
11;43;1758;1438000;707;1048;;;;;;
11;44;3336;1523400;1399;1935;;;;;;
11;45;1987;1439700;797;1188;;;;;;
11;46;2215;1486800;852;1360;;;;;;
11;47;2666;1535100;1135;1528;;;;;;
11;48;2269;1513800;895;1372;;;;;;
11;49;2168;1510400;861;1304;;;;;;
11;50;2214;1428700;809;1403;;;;;;
11;51;27;2633200;15;8;;;;;;
11;52;50;2533300;26;20;;;;;;
11;53;50;2562800;26;20;;;;;;
11;54;54;2499600;28;23;;;;;;
11;55;55;2529800;29;22;;;;;;
11;56;270;195665200;35;38;;;;;;
11;57;56;3090400;28;23;;;;;;
11;58;36;2931200;19;13;;;;;;
11;59;54;2976900;27;22;;;;;;
11;60;139;3410400;57;77;;;;;;
11;61;1859;3139100;788;1066;;;;;;
11;62;2017;3268900;749;1263;;;;;;
11;63;2381;2752200;787;1590;;;;;;
11;64;1915;2823200;906;1005;;;;;;
11;65;2435;3102800;880;1550;;;;;;
11;66;2236;3161000;887;1344;;;;;;
11;67;2570;3071300;1121;1444;;;;;;
11;68;2224;3164100;878;1341;;;;;;
11;69;2503;3137100;997;1502;;;;;;
11;70;2815;3232100;1153;1657;;;;;;
11;71;5007;3310800;2008;2993;;;;;;
11;72;3996;3118000;1593;2398;;;;;;
11;73;4156;3081800;1706;2445;;;;;;
11;74;5329;3374500;2168;3156;;;;;;
11;75;5813;3338200;2339;3469;;;;;;
11;76;4744;3275400;1916;2823;;;;;;
11;77;4339;3327500;1753;2581;;;;;;
11;78;3670;3101500;1525;2140;;;;;;
11;79;4570;3184400;1980;2585;;;;;;
11;80;4299;3353500;1704;2590;;;;;;
12;1;1159;2115400;524;631;;;;;;
12;2;1320;1478000;619;698;;;;;;
12;3;1520;1742400;635;882;;;;;;
12;4;1778;1717300;764;1011;;;;;;
12;5;1087;1657300;399;685;;;;;;
12;6;1629;1677900;637;990;;;;;;
12;7;1059;1485600;451;606;;;;;;
12;8;1314;1575900;476;836;;;;;;
12;9;1349;1547700;557;789;;;;;;
12;10;1411;1577000;600;808;;;;;;
12;11;1762;2932100;791;967;;;;;;
12;12;3123;3428500;1187;1930;;;;;;
12;13;2793;3309200;1083;1705;;;;;;
12;14;2702;3199100;1069;1628;;;;;;
12;15;2853;3341800;1211;1638;;;;;;
12;16;3106;3433600;1204;1896;;;;;;
12;17;2309;3150900;1016;1288;;;;;;
